ID,income,noproducts,didrespond
20014,39554.11094953157,1,0
20015,46773.4173577342,4,0
20016,25414.19746056455,1,0
20017,14481.929008307445,0,1
20018,13822.505528274585,1,0
20019,53395.37356904092,3,0
20020,57833.312594147064,2,0
20021,34774.70563644009,2,0
20022,12340.289955814165,2,0
20023,16461.132720225167,1,0
20024,68506.4271112488,5,0
20025,65025.09394593614,0,0
20026,39133.358752607215,2,0
20027,63557.71565010268,1,0
20028,46864.991179653414,2,0
20029,54417.87290730329,2,0
20030,1444.6904450965958,0,0
20031,34765.75171079761,1,0
20032,31763.5207185954,0,0
20033,40162.095055942125,2,1
20034,47182.90989550237,3,0
20035,10145.419303173534,0,1
20036,13670.350381902761,1,1
20037,61884.76409174818,3,0
20038,20871.372702608867,3,0
20039,51263.430269247656,2,0
20040,60006.83092524929,1,0
20041,31375.543532370604,3,0
20042,43530.42845396912,0,0
20043,52240.16032602773,5,0
20044,11859.73233926074,2,0
20045,31360.669999680053,1,0
20046,33241.4197849908,3,1
20047,42279.10958600115,1,0
20048,40303.97834857073,0,0
20049,27964.829659561707,0,0
20050,53442.37109582053,5,0
20051,24950.307284531722,1,0
20052,57033.3000766383,1,0
20053,36489.79264023518,4,0
20054,29586.86983771363,3,0
20055,57345.594994506086,6,0
20056,34574.67171563763,1,0
20057,38790.14107803341,1,0
20058,68291.69502848419,4,0
20059,44648.872148581,0,0
20060,33113.62539280632,2,0
20061,46529.487989505215,5,0
20062,44104.60560076432,1,0
20063,394.9402872053106,0,0
20064,39246.13180646684,1,0
20065,68653.6601138973,4,0
20066,34529.72510572455,3,0
20067,55332.7842198512,3,0
20068,32898.22549198356,0,0
20069,25697.16255726145,2,0
20070,45074.2275271035,1,0
20071,17048.87209453495,3,0
20072,49196.39793275603,2,0
20073,24108.554176644182,0,0
20074,39244.31319148853,2,0
20075,56807.43793544631,2,0
20076,49493.642571674136,1,0
20077,50222.26752582163,2,0
20078,46175.62941517049,2,0
20079,35801.26792831702,0,0
20080,33901.7130359069,1,0
20081,58787.0828934371,2,1
20082,55380.48136391725,6,0
20083,29822.283324485026,2,1
20084,34508.76958349274,1,0
20085,48371.86577532535,3,0
20086,24531.178413428286,2,0
20087,75401.77851172345,5,0
20088,36355.07693648101,6,0
20089,62827.81247316983,2,1
20090,27621.484387574685,2,0
20091,30844.125438913463,0,0
20092,56452.62924918796,2,0
20093,29621.598475816303,0,0
20094,16989.251201458854,0,0
20095,42651.25169435228,2,0
20096,55747.50933087556,1,0
20097,52754.8950026543,2,0
20098,27138.899106602315,3,0
20099,50620.03647957185,0,0
20100,13604.037278204287,0,0
20101,57777.81089216209,5,0
20102,42177.48766554633,0,0
20103,56762.95157729269,6,0
20104,54334.63024703099,3,0
20105,28042.686171174293,1,0
20106,8704.45697833101,0,0
20107,47603.83206855717,1,0
20108,0.0,0,0
20109,42317.855043561976,1,0
20110,44041.97053542465,7,0
20111,33258.31089345515,0,0
20112,29848.940660146753,1,1
20113,47355.55455966805,1,0
20114,49598.98435283777,0,0
20115,56420.51181839913,0,0
20116,52504.31745044463,3,0
20117,15544.702954595305,0,0
20118,45161.14531609842,1,0
20119,43483.579022334416,2,0
20120,30188.900776933384,2,0
20121,33972.787922021176,0,0
20122,17281.84719785578,2,0
20123,58532.982680239,1,0
20124,16793.38049392391,0,0
20125,66137.18093135873,1,0
20126,27216.91779848311,1,0
20127,40552.903240112166,3,0
20128,44076.04340335169,2,0
20129,22055.923854867542,1,0
20130,37707.68178319479,2,0
20131,41210.850705782694,3,0
20132,34681.71229957108,2,0
20133,34932.077546707784,1,0
20134,37940.42405103933,3,1
20135,42983.8325897951,5,0
20136,57464.392056674464,5,1
20137,49845.81055651103,1,0
20138,19485.33864907643,0,0
20139,43802.266470958086,1,0
20140,58244.54260936436,4,0
20141,39372.90700520113,1,0
20142,53852.745655290615,1,0
20143,27319.85118796284,3,0
20144,46988.90525650703,1,0
20145,48813.77714961458,1,0
20146,46969.649355537906,1,0
20147,42498.710379437434,1,0
20148,33991.779051898266,0,0
20149,38501.94207709106,2,0
20150,39904.79835364912,4,0
20151,50057.47838765196,0,0
20152,14131.961513201495,0,0
20153,40359.30534923274,1,0
20154,61986.46381473784,1,0
20155,45553.57987469417,3,0
20156,45198.602869068476,3,0
20157,39888.05594469103,1,0
20158,21764.377991096684,1,0
20159,72652.64555756819,1,0
20160,9848.193041562143,1,0
20161,28750.16482876295,2,0
20162,35814.11700942942,0,0
20163,13021.590665557367,1,0
20164,62431.31891897873,3,1
20165,42964.10515579223,3,0
20166,21179.27935481476,0,0
20167,38300.3640449809,1,0
20168,51551.01254291628,1,0
20169,23539.80286520229,1,0
20170,69801.90858657089,3,0
20171,34046.42070921557,1,0
20172,20320.99113458668,1,0
20173,27259.05547930245,0,0
20174,44452.0449154464,3,0
20175,52022.23794908598,4,0
20176,24275.340210671224,2,0
20177,47544.826492106964,1,0
20178,38452.75341142703,1,0
20179,41542.26171743563,2,0
20180,14418.740390011179,1,0
20181,48793.18344854025,4,0
20182,57482.71523358533,3,0
20183,60371.33363146549,2,0
20184,45781.2135358469,2,0
20185,42652.32385428023,5,0
20186,35452.20592078497,0,0
20187,43850.19783474299,2,0
20188,10079.903408202528,0,0
20189,32995.604136546724,2,0
20190,53216.371254531696,1,0
20191,45439.07564804595,3,0
20192,53454.16215851667,3,0
20193,55862.43261676927,3,0
20194,38994.54287623513,2,0
20195,37144.78264549483,1,0
20196,33895.841313225865,2,0
20197,41692.77271462766,2,0
20198,41970.68207977802,2,0
20199,0.0,0,0
20200,58161.90809147032,0,1
20201,45181.26215399842,0,0
20202,44443.950739757354,2,0
20203,44968.14067900948,4,0
20204,53384.359495621844,1,0
20205,26323.64272769005,0,0
20206,22071.150621712244,3,0
20207,31889.87228872309,0,0
20208,51859.07506658437,1,0
20209,57416.388151110754,5,0
20210,38727.879445246064,0,0
20211,67024.89046630729,4,0
20212,44853.22671241947,4,0
20213,36542.435297724674,2,0
20214,50193.68870870602,1,0
20215,42782.26849932323,6,1
20216,44456.92678664104,2,0
20217,41219.02660889522,2,0
20218,33408.94424409993,0,0
20219,32481.17927179746,0,0
20220,56779.48826359723,4,0
20221,8888.137404787529,1,0
20222,52898.499841799545,0,0
20223,18283.07660535741,0,0
20224,46660.93866888535,3,0
20225,42483.921650208635,2,0
20226,56717.054343127726,4,0
20227,38662.07756527999,1,0
20228,39937.036523869465,1,0
20229,11216.19643538283,0,0
20230,35978.55642319236,3,1
20231,48264.23160050984,2,0
20232,43262.677086563715,2,0
20233,33354.584664237365,1,0
20234,60337.24951931667,4,0
20235,58291.84565824451,3,0
20236,43116.98896670307,3,0
20237,40208.810342844365,2,0
20238,75119.27854246748,7,0
20239,61742.38262324767,5,0
20240,45735.569281828895,2,1
20241,48666.327578734534,0,0
20242,47030.77740841301,0,0
20243,41585.80532796043,2,0
20244,58695.351816104194,4,0
20245,52485.893915474146,2,1
20246,63682.41180151979,4,0
20247,46801.96337134767,2,0
20248,25688.082085610888,0,0
20249,71379.38385113436,5,0
20250,0.0,0,0
20251,60392.918440671114,2,0
20252,23144.275515943937,1,0
20253,66888.7451468866,3,0
20254,40196.88918985752,3,0
20255,45547.23041369161,3,0
20256,38550.995391883735,2,0
20257,49432.19273087878,7,0
20258,56593.96961540826,2,0
20259,39818.00614582903,1,0
20260,17803.555972737355,1,0
20261,40887.980254283815,3,0
20262,36609.952248551446,1,1
20263,31356.903607677632,2,0
20264,40974.08223820883,3,0
20265,41770.67666260983,1,0
20266,54570.25119136582,3,0
20267,45031.72295171923,1,0
20268,39919.71182862218,1,0
20269,39186.69924841892,3,0
20270,77043.85397773773,2,0
20271,37766.92046217091,1,0
20272,66249.98051757537,3,0
20273,40890.07059325411,2,0
20274,26900.501234387946,1,0
20275,28299.046388443647,1,0
20276,46711.983270790224,3,0
20277,56449.65712358991,3,0
20278,40533.91585011507,2,0
20279,46313.47871181603,1,0
20280,62912.68894995288,4,0
20281,32801.95871933421,3,0
20282,42485.73932193044,3,0
20283,66974.97735823673,3,0
20284,65450.49426665484,6,0
20285,12350.84748380315,1,0
20286,9384.037837418578,0,0
20287,53343.83890098451,5,0
20288,53934.60177381233,0,0
20289,23056.34385169607,0,0
20290,35593.42243909915,1,0
20291,23549.72883023143,2,1
20292,41436.979948987035,1,0
20293,47473.52296679489,4,0
20294,38608.01487561937,0,0
20295,46652.06416366616,2,0
20296,2165.1381578190194,0,0
20297,77193.39197622176,4,0
20298,27782.96864234345,2,0
20299,58215.98035830782,5,0
20300,49541.18192497731,3,0
20301,39949.84325208467,4,0
20302,68094.78493277269,6,0
20303,60644.33118974051,4,0
20304,12295.80891053858,0,0
20305,42707.25311181574,3,0
20306,42446.815596586304,3,0
20307,66332.6219513076,0,0
20308,41632.67435244934,2,0
20309,16270.441924240162,0,0
20310,48250.82653463477,1,0
20311,50948.02003554123,2,1
20312,51018.046010754886,1,0
20313,24654.834433660842,1,0
20314,58683.80773371188,6,1
20315,59705.7773842178,2,0
20316,11951.80070460336,0,0
20317,0.0,0,0
20318,42563.70540493867,5,0
20319,31069.338950751957,1,0
20320,28307.739359349027,0,1
20321,35901.489705123706,1,0
20322,41193.31255305302,3,0
20323,16183.98914898025,0,0
20324,42450.51069993002,1,0
20325,52785.34747983595,2,0
20326,39216.389268500614,0,0
20327,40596.73483962356,2,0
20328,54932.317642515205,7,0
20329,53415.653579163016,3,0
20330,57485.425555312264,3,0
20331,4887.714366809963,0,0
20332,45503.10386854877,2,0
20333,47584.57574435035,2,0
20334,19179.499583673416,1,0
20335,32189.913592973353,1,0
20336,39739.072476339155,3,0
20337,42745.95748468791,5,0
20338,49179.52361156519,4,0
20339,2991.8501961338116,0,0
20340,59365.82310622963,1,0
20341,41229.783123065965,5,0
20342,56177.5274464841,4,0
20343,35480.80444604499,3,0
20344,28874.78423967014,0,0
20345,45936.9081774616,1,0
20346,61934.11847648319,0,0
20347,56677.20989544408,1,0
20348,15907.501370008747,0,0
20349,44656.3331248742,2,0
20350,44200.16646733394,1,0
20351,84108.57771510966,3,0
20352,45430.55821980045,0,0
20353,67799.33068463174,1,0
20354,49244.01895452739,2,0
20355,71815.1392540026,6,0
20356,36052.07346135871,2,0
20357,36738.56968239831,1,0
20358,47430.40045412112,3,0
20359,41321.62257734368,1,0
20360,0.0,0,0
20361,49164.92357639112,1,0
20362,54937.74011635415,2,0
20363,20533.33796580536,0,0
20364,26194.663506738347,1,0
20365,47905.43791223543,2,0
20366,36363.671193051254,4,0
20367,46147.16944708352,0,0
20368,57678.66867994383,1,0
20369,40258.33997794962,1,0
20370,61327.66690195368,2,0
20371,43038.00342235091,2,0
20372,52547.42905992084,0,0
20373,50736.14890535074,2,0
20374,44540.718024044894,1,0
20375,43816.92470794199,2,0
20376,37519.65519636771,0,0
20377,57102.111024303544,2,0
20378,60542.93966326378,7,0
20379,23639.49072371166,0,1
20380,75660.93533297587,1,0
20381,34582.345126016546,1,0
20382,57450.89977391496,1,0
20383,42273.920268422975,2,0
20384,39739.626567903215,1,0
20385,62494.55213758612,3,0
20386,36373.50832034685,1,0
20387,47966.66977337758,2,0
20388,27301.216382559338,0,0
20389,43625.79869638864,1,0
20390,53033.42982214595,4,0
20391,69536.2859611487,5,0
20392,60057.122658511,3,0
20393,48241.60785595487,1,0
20394,51266.3219188285,4,0
20395,44112.47029549005,4,0
20396,34417.131367475784,2,0
20397,50551.46925498434,2,0
20398,21324.25350460977,1,0
20399,42297.48389950679,0,0
20400,58091.456691784006,7,0
20401,44045.32464241499,1,0
20402,23121.431814749536,3,0
20403,59958.95506183696,2,0
20404,56567.409703845566,3,0
20405,41232.00298901742,3,0
20406,53401.64837796855,5,0
20407,31090.001234760548,2,0
20408,8658.354136154452,1,0
20409,44366.68089992206,1,0
20410,36443.026334717404,3,0
20411,34741.36473954607,3,0
20412,16531.860011346063,0,0
20413,14283.044166582826,1,0
20414,12126.574513421543,0,0
20415,56078.866350096825,1,0
20416,11002.034521932987,0,0
20417,32515.730805444,0,0
20418,32004.749806024156,0,0
20419,53822.76269036621,1,0
20420,44050.58701746236,2,0
20421,20056.640681428813,2,0
20422,38456.07242753411,3,0
20423,28093.648247323952,0,0
20424,24770.06441638711,0,0
20425,58555.693935160365,5,0
20426,38307.62593796171,1,0
20427,38200.465570493296,0,0
20428,37772.18637587765,2,0
20429,44902.94677549484,0,0
20430,39017.93846853151,0,0
20431,67129.62780146785,2,0
20432,48410.86517792924,1,0
20433,0.0,0,1
20434,22571.829423981377,2,0
20435,43503.93831175404,4,0
20436,58447.53483024403,1,0
20437,20431.745128011862,0,0
20438,58524.50381484143,2,0
20439,39307.351275696274,3,0
20440,48384.49492554718,3,0
20441,57459.566011323004,1,0
20442,47711.53295573701,2,0
20443,32961.34929569446,0,0
20444,24448.906857583606,0,0
20445,23672.74044479246,0,0
20446,40539.08313325822,3,0
20447,57405.80006866015,2,0
20448,53451.40022542904,1,0
20449,0.0,0,0
20450,2976.7984302918667,0,0
20451,38312.91885276355,1,0
20452,33015.970274542524,1,0
20453,27967.38253818642,4,0
20454,44980.58626952574,2,0
20455,66842.61044748164,6,0
20456,50451.6050804945,1,0
20457,48661.29457262269,1,0
20458,52269.27157209599,3,0
20459,33260.038264018134,2,0
20460,50154.85804593653,3,0
20461,15410.595318874784,0,0
20462,42115.27779828812,3,0
20463,41995.310772545134,1,0
20464,37536.48492669419,0,0
20465,36120.04054570265,2,0
20466,43403.98303086497,1,0
20467,30792.882303584516,0,0
20468,34056.866742886246,4,0
20469,32158.52762493179,4,0
20470,50114.99794071149,2,0
20471,52643.63556816459,1,0
20472,58242.07238680354,3,0
20473,67193.8447267143,4,0
20474,52596.6296206777,1,0
20475,34006.19970288411,1,0
20476,46926.57248464355,0,0
20477,31051.06182957625,1,0
20478,47668.602026285604,3,0
20479,45561.040123803534,3,0
20480,32038.157687146435,2,0
20481,38296.98057931333,0,0
20482,22324.618548740757,2,0
20483,22548.696676141008,0,0
20484,18952.027009583628,1,0
20485,34818.88930766213,0,0
20486,47298.69313948598,2,0
20487,7707.530378595042,0,0
20488,23581.911067250865,1,0
20489,43280.80043421963,2,1
20490,27626.550088554348,1,0
20491,23896.65941698992,1,0
20492,35121.83110736853,1,1
20493,45062.27642117104,0,0
20494,39767.89182157956,2,0
20495,20690.000085639498,0,0
20496,35800.06642756029,1,0
20497,40324.37344788303,0,0
20498,40996.993801028555,4,0
20499,39135.68974981327,0,0
20500,41755.1257726666,3,0
20501,17687.108121807698,2,0
20502,30551.514625630494,0,0
20503,55414.69348009037,5,0
20504,45302.699904520734,2,0
20505,34391.05713122946,1,0
20506,39874.80464142248,3,0
20507,39853.556282015976,2,0
20508,55084.13673380066,0,0
20509,38580.68692061324,2,0
20510,45077.13884832589,0,0
20511,45777.580070049095,1,0
20512,33022.884746711374,2,1
20513,51196.06682183529,3,0
20514,33654.86809323223,2,0
20515,50692.59113292062,2,0
20516,39952.74840122344,1,0
20517,26603.122129501433,0,0
20518,43065.903749259654,2,0
20519,23108.802604325134,2,0
20520,49961.90932670664,3,0
20521,34272.52633249409,0,0
20522,44140.10263194196,3,0
20523,23406.127749668645,1,0
20524,23215.987324484893,3,0
20525,29790.955131013998,2,0
20526,23882.067405147598,1,0
20527,35928.06201067387,1,0
20528,46148.90601163636,3,0
20529,49806.56785940677,3,0
20530,33667.626142372086,0,0
20531,43982.21122646197,2,0
20532,51407.563040234,3,0
20533,42810.72547704254,0,0
20534,43121.44293489431,1,0
20535,41505.59220531804,3,0
20536,47235.93710289535,0,0
20537,56605.19440027034,1,0
20538,37475.07255094291,1,0
20539,51107.126873864945,4,0
20540,56696.86870715734,2,0
20541,67150.84850262603,0,0
20542,62057.548442082676,0,0
20543,37725.308501558095,1,0
20544,52113.907826757655,2,0
20545,34065.06605689042,3,0
20546,25661.70265083058,3,0
20547,39921.67643948806,3,0
20548,30991.934206405007,1,0
20549,48286.02571078287,2,0
20550,56097.83484144273,3,0
20551,59625.15628814834,2,0
20552,55566.55015981149,5,0
20553,42904.49726205743,3,0
20554,42558.258427604385,3,0
20555,36511.45874417103,2,0
20556,48149.91205228925,2,0
20557,50948.91340492473,1,0
20558,65158.301536809435,5,0
20559,61443.60083883156,1,0
20560,49758.992836547,4,0
20561,40633.45108935064,2,0
20562,40878.037011703884,2,0
20563,58339.54179781953,5,0
20564,39768.7126161722,1,0
20565,31356.495581943647,2,0
20566,44459.25427897676,0,0
20567,47889.38028250804,2,0
20568,42299.90622674848,3,0
20569,33912.001594879606,1,0
20570,54594.026068473904,2,0
20571,60583.42283178087,0,0
20572,43450.9182343563,2,0
20573,57176.500070679154,0,0
20574,36755.67580534737,3,0
20575,36593.580579460424,1,0
20576,22524.553382257247,2,0
20577,39754.790033995494,0,0
20578,38915.5408777551,0,0
20579,22927.83712658423,0,0
20580,43428.324146536994,2,0
20581,44649.549769436686,2,0
20582,28221.403266861147,1,0
20583,16650.58532427464,3,0
20584,60570.061768205815,4,0
20585,45459.68341903979,3,0
20586,22789.962604858592,1,0
20587,39406.868078438514,1,0
20588,40446.39668988091,3,0
20589,36353.79738017034,1,0
20590,40543.715204687694,2,0
20591,64262.710487409306,4,0
20592,60564.790496026915,3,0
20593,22815.45483028492,0,0
20594,43186.7012048143,1,0
20595,39635.20091959555,1,0
20596,57094.138021455336,2,0
20597,28724.692777667326,2,0
20598,21516.3586137878,5,0
20599,37543.220901594075,5,0
20600,29197.03549445478,1,0
20601,50411.06183672077,3,0
20602,29447.847310873487,1,0
20603,45396.29810054951,0,0
20604,48162.20568603497,2,0
20605,32124.33252798419,1,0
20606,47373.02823532287,3,0
20607,60506.274849139176,5,0
20608,33464.726422658976,1,0
20609,54848.230376434934,1,0
20610,38009.57661360832,2,0
20611,33399.95282553759,1,0
20612,21608.826330070933,1,0
20613,51648.128306793216,2,0
20614,53840.164064609344,1,0
20615,32765.410031224077,0,0
20616,49125.33440904977,5,0
20617,24177.04577661503,1,1
20618,52918.73450240888,3,0
20619,34982.960202321876,2,0
20620,47508.99449872116,1,0
20621,26348.60606715687,1,0
20622,49626.674390493514,1,1
20623,16958.07316740763,1,0
20624,51728.078875634754,3,0
20625,53708.36254168691,4,0
20626,34430.463083910996,1,0
20627,29652.12477429896,2,0
20628,4644.8102166226745,0,0
20629,41791.62972339664,5,1
20630,52449.470324075504,2,0
20631,49167.16467698493,1,0
20632,20709.53332156743,0,0
20633,7882.243276924812,0,0
20634,46680.99128718352,0,0
20635,17200.14813984747,1,0
20636,37100.180294619335,2,0
20637,38811.372510094494,3,0
20638,37428.57868623241,1,0
20639,36890.11224035611,1,0
20640,39925.6971346182,3,0
20641,49939.249638982576,3,0
20642,40954.20229917654,1,0
20643,48150.94317395221,1,0
20644,41304.8233627282,1,0
20645,43235.1583362984,2,0
20646,42419.09577440179,0,0
20647,28615.750209090816,1,0
20648,33457.84530549051,0,0
20649,40589.48417953143,2,0
20650,53386.60635335737,2,0
20651,21108.575649482962,1,0
20652,63832.36643252844,1,0
20653,27523.81337332424,3,0
20654,64404.29588212907,4,0
20655,62596.572043567736,2,0
20656,38223.82752643499,2,0
20657,54944.591921582956,1,0
20658,65036.53741444521,4,0
20659,52034.0007531602,2,0
20660,67758.29977415374,2,0
20661,45075.82028349097,1,0
20662,22264.550902069135,0,0
20663,29828.35651016421,3,0
20664,17156.315363479043,1,0
20665,49737.71339189528,0,0
20666,33875.35565279018,1,0
20667,42172.38244574754,0,0
20668,22796.348605484913,1,0
20669,34948.82172919864,2,0
20670,36789.7547054305,1,0
20671,44799.22786317337,3,0
20672,64008.79987870643,3,0
20673,56222.06401295365,0,0
20674,32521.866933074336,1,0
20675,45469.25173065808,1,0
20676,28208.90138648719,0,0
20677,50368.73584467211,2,0
20678,22624.494254181605,1,0
20679,56948.11929261444,5,0
20680,29393.66124345763,1,0
20681,37580.11260512169,2,0
20682,52294.57403431474,6,0
20683,31825.6341916234,3,0
20684,63622.334503916594,7,0
20685,42958.2616606456,4,0
20686,55390.21713694453,1,0
20687,62517.0718509771,4,0
20688,33793.71418971754,2,0
20689,29562.77871621571,2,0
20690,31540.189790475466,0,0
20691,69931.09925934949,6,0
20692,8546.108501203955,0,0
20693,44988.738361170486,5,0
20694,31175.21757325859,0,0
20695,51377.9343546833,2,0
20696,44036.61895345457,3,0
20697,51161.257353376976,1,0
20698,48557.02739079977,4,0
20699,58191.39352912313,5,0
20700,42513.22327355793,4,0
20701,47055.081639452124,1,0
20702,45362.55973833713,2,0
20703,43568.67161184779,2,0
20704,40606.75940811139,4,0
20705,44407.45395995574,3,0
20706,8588.631816832767,0,0
20707,27485.55963430687,1,0
20708,38553.82361046289,0,0
20709,47292.79682855442,1,0
20710,29180.86458761492,0,0
20711,35683.0563286355,3,0
20712,65101.46476109954,5,0
20713,51938.25373572839,4,0
20714,43914.48946191902,1,0
20715,27972.256420682777,2,0
20716,47976.79326891817,2,0
20717,48077.95297189138,3,0
20718,25614.101191619,2,0
20719,40391.95564694049,3,0
20720,23558.66904261754,2,0
20721,36930.684216774855,4,0
20722,24432.94550291734,0,0
20723,58501.75987219932,1,0
20724,17188.53382187278,1,0
20725,80802.23817826378,1,0
20726,21214.76746545391,3,0
20727,52175.85266258393,5,0
20728,57435.418413096435,0,0
20729,45793.46205108591,2,0
20730,33832.81772838581,3,0
20731,55740.41669709567,7,1
20732,46170.795677028116,4,0
20733,52782.034998892384,3,0
20734,67287.15659374245,3,0
20735,65077.86844826846,5,0
20736,57741.33082255683,1,1
20737,33566.18003392815,3,0
20738,33599.467538496436,2,0
20739,39913.63550857722,3,0
20740,66997.23421367175,12,0
20741,45534.7387037956,3,0
20742,31802.91668751519,2,0
20743,49195.14607467411,1,0
20744,26044.18277592424,2,0
20745,33781.82980415362,3,0
20746,39299.78160607558,1,0
20747,46446.14685751521,4,0
20748,62255.36284284445,1,0
20749,52213.01430022465,2,0
20750,31175.81526035385,3,0
20751,33595.23515115685,3,0
20752,31873.217213575783,1,0
20753,75545.55894785287,1,0
20754,49958.997040383925,3,0
20755,44737.337772026214,4,0
20756,37999.566982185584,0,0
20757,19015.70930353058,0,0
20758,32883.07295696081,1,0
20759,44228.7713339666,2,0
20760,62889.30148202687,4,0
20761,53931.98348922895,3,0
20762,34630.548381925284,2,0
20763,53375.63393490448,3,0
20764,31385.414852685375,1,0
20765,45976.116310969184,2,0
20766,37073.58671132465,0,0
20767,38015.776479739405,0,0
20768,35422.13633653257,3,0
20769,36003.58316700569,0,0
20770,43310.06953149444,2,0
20771,36810.39039661134,0,0
20772,8448.11665457485,2,1
20773,51905.459423034095,2,0
20774,38353.71304939677,1,0
20775,17072.33911674495,0,0
20776,47072.309931010604,2,0
20777,52978.1045180108,3,0
20778,21231.44244364147,2,0
20779,40458.86249516228,2,0
20780,27725.15579416911,0,0
20781,49822.62039131111,2,0
20782,68408.51187019752,0,0
20783,50212.98766756368,2,0
20784,39088.245348433586,4,0
20785,46624.10365500859,2,0
20786,50840.811053922145,1,0
20787,14609.501289130218,2,0
20788,65438.1606615759,4,1
20789,32737.38566438082,1,0
20790,17971.324182693053,0,0
20791,28886.61719882784,0,0
20792,75672.23236304396,1,0
20793,44529.72123838478,3,0
20794,40897.74250260496,0,0
20795,28725.04337068021,1,0
20796,50308.37351826814,1,0
20797,50081.463358208384,4,0
20798,22195.56707619263,2,0
20799,19056.022260785598,1,0
20800,52093.30863190468,5,0
20801,17506.21399952916,0,0
20802,37250.56830101767,2,0
20803,47300.46299611514,3,0
20804,51261.939334443436,3,0
20805,44264.30996281155,5,0
20806,51403.24831173252,4,0
20807,40682.654681366264,0,0
20808,39358.71027895133,1,0
20809,29308.85647055666,0,0
20810,34867.3780842569,2,0
20811,51055.50296187946,2,0
20812,44889.234864647064,3,0
20813,47164.57050766834,2,0
20814,60982.76927905481,8,0
20815,18501.176260637007,2,0
20816,41983.048674480044,2,0
20817,46077.91335908293,3,0
20818,42009.209426561036,1,1
20819,37716.14985929069,1,0
20820,51043.188572201616,5,0
20821,43915.142582504755,0,0
20822,44242.21107175497,1,0
20823,43223.45673919928,1,0
20824,29852.433937058555,1,0
20825,33292.75043784882,3,0
20826,54816.63988218419,1,0
20827,30317.052638311397,2,0
20828,47132.366382556094,1,0
20829,50763.52018281448,2,0
20830,5919.682264529893,1,0
20831,42622.96408362971,0,0
20832,29872.973132897387,3,0
20833,21964.2179072583,0,0
20834,48534.8250856823,2,0
20835,44711.18323553395,3,0
20836,56318.50218573828,2,0
20837,57112.46796961243,1,0
20838,66955.57633991896,6,1
20839,56496.55227849751,3,0
20840,42710.74667017727,1,0
20841,14691.070056752538,3,0
20842,41302.89907036901,2,0
20843,43844.52683227626,1,0
20844,51169.878068380676,2,0
20845,57338.541997416876,5,0
20846,57429.14042844459,1,0
20847,51642.22962464723,1,0
20848,40586.854739297894,1,0
20849,36838.70378987532,1,0
20850,56195.8338548202,5,0
20851,20508.344638939496,0,0
20852,49328.18110463926,2,0
20853,43350.75732512043,3,0
20854,48470.31425923623,1,0
20855,39271.3277674299,2,0
20856,37205.67001409763,1,0
20857,50561.384591605405,1,0
20858,12514.920745831263,0,0
20859,32268.452074164954,0,0
20860,48714.72932673256,0,0
20861,45929.774689463884,2,0
20862,68185.53354311452,5,0
20863,54955.20942632422,3,0
20864,64667.63478762288,5,0
20865,54139.8210502072,4,0
20866,79543.91477071666,3,0
20867,40833.69059242537,2,0
20868,20057.502219900034,1,0
20869,30221.35224349769,0,0
20870,37740.480579045114,3,0
20871,42161.596140946516,3,0
20872,60454.65779446514,5,0
20873,34864.6072672183,1,0
20874,40646.2095274832,0,0
20875,34852.00474506893,3,0
20876,40029.63564756101,3,0
20877,61830.01226208096,3,0
20878,43159.11731671346,1,0
20879,34767.86166978265,3,0
20880,53881.656391094155,4,0
20881,46478.83064751457,4,0
20882,35505.14851992727,1,0
20883,40739.704329184,1,0
20884,14946.482627032616,0,0
20885,61685.4497547933,4,0
20886,43743.46032841752,1,0
20887,12855.603847290717,1,0
20888,0.0,0,1
20889,50931.09629782883,3,0
20890,26299.287535949665,1,0
20891,47261.00544244058,3,0
20892,27529.55371240491,1,0
20893,45185.33631359998,3,0
20894,14588.890744787546,0,0
20895,51575.317178182246,2,1
20896,68194.95578821737,3,0
20897,42286.03212606458,2,0
20898,39876.800915257496,5,0
20899,46330.41435486146,3,0
20900,18547.636319651894,3,0
20901,44405.736279538374,4,0
20902,8185.254153195587,1,0
20903,28162.040970684393,1,1
20904,50687.60636264525,3,0
20905,12155.790805893204,1,0
20906,45019.38873063948,2,0
20907,33680.95668578188,0,0
20908,54472.43649708424,2,0
20909,50939.40232115063,4,0
20910,64825.549235716564,1,0
20911,55990.287837870295,1,0
20912,25506.318833186815,5,0
20913,37037.54430530077,3,0
20914,32389.690913908955,1,0
20915,23171.34429167046,3,0
20916,28404.02142173105,1,0
20917,61620.32135195154,2,0
20918,32276.43679959209,1,0
20919,60438.04113542072,2,0
20920,34039.91555147169,1,0
20921,42817.256584318806,0,0
20922,42538.45836830538,2,0
20923,64540.8664946862,3,1
20924,62560.78717767345,7,0
20925,18019.296716729776,0,0
20926,54274.49905785754,3,0
20927,51782.53784334811,0,0
20928,46610.15249276389,0,0
20929,65141.939766868745,2,0
20930,35496.159366444466,1,0
20931,47720.13546471406,3,0
20932,16377.367779605174,0,0
20933,15986.099488795462,0,0
20934,41229.621572046824,1,0
20935,49189.72408050467,3,0
20936,29088.70401654851,0,0
20937,40959.72491166169,0,0
20938,73030.2195497955,2,0
20939,29964.838374103798,0,0
20940,45313.368968427785,2,0
20941,36780.09456422873,3,0
20942,31500.294670816747,1,1
20943,29215.30688661235,0,0
20944,20334.5307376712,1,0
20945,39276.00494184214,4,0
20946,54886.80111814919,6,0
20947,30975.510367036037,0,0
